StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_13,Q10_15,Q10_16,Q10_17,Q10_18,Q10_19,Q10_22,Q10_23,Q10_27,Q10_29,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_22,Q11_23,Q11_27,Q11_29,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q26
2017-07-20 07:42:29,2017-07-20 08:00:08,IP Address,108.231.34.79,100,1059,True,2017-07-20 08:00:09,R_PzUS0M6Y9lMYcyB,,,,,35.788497924805,-83.888397216797,anonymous,EN,Woman,35,95757,Bellatrix Lestrange,Rubeus Hagrid,Hermione Granger,True,10,1,4,11,2,19,17,7,5,8,3,20,18,16,21,15,6,9,12,14,13,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Yes,Maybe/Unsure,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,5,6,19,10,1,3,9,18,7,15,14,8,12,2,13,16,17,4,11,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-20 09:24:53,2017-07-20 09:33:41,IP Address,84.114.116.219,100,527,True,2017-07-20 09:33:42,R_1IL8Qx9rOieJAZk,,,,,48.216705322266,16.399993896484,anonymous,EN,Woman,47,1020,Lord Voldemort (Tom Riddle),Neville Longbottom,Harry Potter,True,2,21,18,14,19,3,4,5,11,12,15,7,20,8,6,9,16,10,13,17,1,Extremely Non-Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Non-Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,3,4,19,5,1,6,7,17,8,12,14,9,15,10,11,2,16,13,18,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-20 10:04:34,2017-07-20 10:16:48,IP Address,73.131.103.38,100,733,True,2017-07-20 10:16:49,R_2XhunXtvUF9owXQ,,,,,32.708099365234,-79.943801879883,anonymous,EN,Woman,23,29412,Bellatrix Lestrange,"Peter Pettigrew ",Harry Potter,True,11,20,17,13,21,6,5,10,15,14,1,4,19,9,3,7,18,8,12,16,2,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ",Ron and Harry almost being killed by the Whomping Willow and Aragog’s colony of giant spiders in the Forbidden Forest,Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,5,4,19,9,1,8,6,16,3,15,7,14,12,2,10,11,18,13,17,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-20 10:56:29,2017-07-20 11:17:14,IP Address,128.163.237.35,100,1244,True,2017-07-20 11:17:14,R_wXIKLrHOip1LUel,,,,,38.028701782227,-84.507499694824,anonymous,EN,Woman,44,40502,Bellatrix Lestrange,Rubeus Hagrid,"Albus Dumbledore ",False,12,20,7,11,21,4,5,13,17,18,14,3,6,8,1,9,19,10,15,16,2,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ","Death Eaters attack Harry and his friends ",20,2,4,19,6,7,1,8,9,10,15,11,12,3,13,14,16,17,5,18,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-19 23:17:57,2017-07-20 11:28:34,IP Address,70.199.144.69,100,43837,True,2017-07-20 11:28:35,R_1C8yEUyvSlyK6IJ,,,,,47.380905151367,-122.23480224609,anonymous,EN,Woman,24,98311,Bellatrix Lestrange,Remus Lupin,Severus Snape,False,6,20,13,7,21,5,8,12,17,18,2,10,3,15,11,1,19,9,16,14,4,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Bellatrix kills Sirius Black,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,"Death Eaters attack Harry and his friends ",19,2,8,20,10,4,3,12,17,6,7,13,11,14,1,9,16,18,15,5,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-20 11:28:44,2017-07-20 11:40:23,IP Address,24.93.96.149,100,699,True,2017-07-20 11:40:24,R_DBMunlpG2ec48MN,,,,,39.592895507812,-82.89119720459,anonymous,EN,Woman,33,43113,Bellatrix Lestrange,Neville Longbottom,Harry Potter,True,8,20,13,9,21,4,5,7,14,18,3,1,15,6,10,11,19,12,16,17,2,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,Snape kills Dumbledore,"Death Eaters attack Harry and his friends ",20,3,8,19,4,5,9,10,17,1,16,14,15,11,2,6,7,18,12,13,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-20 13:29:24,2017-07-20 13:40:15,IP Address,73.215.183.5,100,650,True,2017-07-20 13:40:15,R_1eqvSKCLI7iXctW,,,,,40.791900634766,-74.263999938965,anonymous,EN,Woman,52,07003,Lucius Malfoy,Neville Longbottom,Hermione Granger,False,7,20,14,9,19,3,8,6,13,16,11,2,15,18,5,4,17,12,10,21,1,Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Non-Aggressive,Non-Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Yes,Yes,"Snape/Quirrell hex Harry's first Quidditch game, jinxing his broom","Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,3,2,16,7,5,1,4,17,10,11,12,13,14,6,9,15,18,8,19,4 - Very familiar - #TeamGryffindor
2017-07-20 15:06:39,2017-07-20 15:27:40,IP Address,108.170.188.73,100,1260,True,2017-07-20 15:27:40,R_2fCBOGgZBidSURX,,,,,42.317596435547,-82.992897033691,anonymous,EN,Woman,24,N8Y 4J2,Bellatrix Lestrange,Rubeus Hagrid,Severus Snape,True,14,20,11,12,21,4,2,8,18,19,5,3,13,7,1,10,15,9,17,16,6,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Extremely Aggressive,Non-Aggressive,Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Non-Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ","Professor Lupin turns into a werewolf and Sirius Black takes animagus form to protect Harry, Ron and Hermonine from Lupin’s attack","The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,1,4,19,10,9,5,7,18,3,16,11,12,8,2,13,6,15,14,17,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-20 15:35:14,2017-07-20 15:47:33,IP Address,168.194.161.211,100,738,True,2017-07-20 15:47:33,R_shBnmTosx9zOBNv,,,,,-25.425994873047,-49.266693115234,anonymous,EN,Woman,23,81670190,Bellatrix Lestrange,"Other ",Sirius Black,False,8,21,10,14,20,7,9,4,19,18,6,5,11,3,2,13,17,16,12,15,1,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ","Professor Lupin turns into a werewolf and Sirius Black takes animagus form to protect Harry, Ron and Hermonine from Lupin’s attack",After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,18,2,8,19,9,15,5,7,20,1,6,11,10,13,3,14,4,17,12,16,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-20 15:47:16,2017-07-20 15:56:57,IP Address,67.22.26.238,100,580,True,2017-07-20 15:56:57,R_1gd0bNnFIxVcQC6,,,,,40.784896850586,-77.84700012207,anonymous,EN,Woman,31,16801,Lucius Malfoy,Neville Longbottom,Hermione Granger,False,9,20,16,15,18,8,5,12,17,11,14,3,13,4,2,6,19,7,10,21,1,Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,3,5,19,7,1,4,8,18,9,10,12,13,11,2,14,15,17,6,16,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-18 15:06:49,2017-07-20 16:32:31,IP Address,24.131.155.172,100,177942,True,2017-07-20 16:32:31,R_2CHcp077ve3SrNC,,,,,44.992294311523,-92.959197998047,anonymous,EN,Man,36,55128,Bellatrix Lestrange,"Peter Pettigrew ",Harry Potter,False,7,20,18,11,21,10,8,2,5,15,1,9,3,14,16,4,19,17,13,12,6,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Extremely Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Aggressive,Aggressive,Non-Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,No,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dumbledore duels Voldemort,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,1,12,16,6,7,8,3,17,2,18,11,13,15,4,10,5,19,14,9,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-20 13:31:37,2017-07-20 17:21:10,IP Address,24.181.167.254,100,13773,True,2017-07-20 17:21:11,R_3FR6aEglxN2kOz6,,,,,43.061096191406,-89.406700134277,anonymous,EN,Woman,37,00680,Lord Voldemort (Tom Riddle),Neville Longbottom,Harry Potter,False,3,21,14,7,17,8,9,12,13,19,16,4,10,6,5,1,20,11,18,15,2,Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Non-Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,4,5,18,6,2,3,9,19,10,15,12,13,14,1,8,16,17,7,11,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-20 19:47:38,2017-07-20 19:56:09,IP Address,174.74.38.59,100,511,True,2017-07-20 19:56:10,R_2QLhIrky26tkYrU,,,,,41.20849609375,-96.193901062012,anonymous,EN,Woman,16,68144,Dolores Umbridge,Neville Longbottom,"Albus Dumbledore ",True,16,20,4,14,18,12,15,10,17,19,2,6,3,11,7,5,21,8,13,9,1,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Non-Aggressive,Non-Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ","Professor Lupin turns into a werewolf and Sirius Black takes animagus form to protect Harry, Ron and Hermonine from Lupin’s attack","The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,3,4,19,10,2,6,9,17,7,5,12,16,11,1,15,13,18,8,14,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-20 22:12:52,2017-07-20 22:27:52,IP Address,129.62.171.2,100,900,True,2017-07-20 22:27:52,R_1FOE3zP5DA7hQc8,,,,,31.549301147461,-97.146697998047,anonymous,EN,Woman,38,76710,Bellatrix Lestrange,Neville Longbottom,Remus Lupin,False,10,20,14,7,21,9,8,3,19,17,6,4,13,5,11,2,18,12,15,16,1,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Maybe/Unsure,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,19,8,6,20,9,4,5,10,18,2,11,15,7,12,1,13,3,17,14,16,4 - Very familiar - #TeamGryffindor
2017-07-20 23:09:18,2017-07-20 23:20:48,IP Address,73.133.219.196,100,690,True,2017-07-20 23:20:48,R_3huOkg5DlGd2zue,,,,,39.355499267578,-76.635498046875,anonymous,EN,Woman,36,21210,Bellatrix Lestrange,Neville Longbottom,Harry Potter,True,11,20,17,14,21,7,5,10,19,15,2,4,13,6,3,8,18,9,12,16,1,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Non-Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Non-Aggressive,Maybe/Unsure,Maybe/Unsure,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ","Professor Lupin turns into a werewolf and Sirius Black takes animagus form to protect Harry, Ron and Hermonine from Lupin’s attack","The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,2,1,19,9,7,10,14,17,3,16,12,4,11,6,8,5,18,13,15,4 - Very familiar - #TeamGryffindor
2017-07-21 00:28:33,2017-07-21 00:42:18,IP Address,68.58.57.221,100,825,True,2017-07-21 00:42:19,R_25TonrGTw6v0IkU,,,,,39.904205322266,-86.234100341797,anonymous,EN,Woman,33,46228,"Barty Crouch Jr. ",Remus Lupin,Neville Longbottom,False,3,20,11,12,14,6,5,7,19,21,9,2,4,8,10,1,15,16,13,17,18,Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Aggressive,Non-Aggressive,Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,"Death Eaters attack Harry and his friends ",20,8,5,18,14,2,4,6,19,3,16,7,15,10,1,11,12,17,9,13,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-21 06:59:38,2017-07-21 07:28:28,IP Address,172.56.30.232,100,1729,True,2017-07-21 07:28:29,R_RlQhhV45dhDg7DP,,,,,34.029205322266,-118.15129852295,anonymous,EN,Man,40,85048,Bellatrix Lestrange,"Albus Dumbledore ",Severus Snape,True,7,20,12,14,21,5,2,1,11,19,10,3,18,6,8,9,15,13,17,16,4,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,1,10,19,5,2,6,8,18,3,15,13,7,11,4,9,12,17,14,16,4 - Very familiar - #TeamGryffindor
2017-07-21 21:22:13,2017-07-21 21:34:33,IP Address,76.117.70.103,100,740,True,2017-07-21 21:34:33,R_afPs7zxvYM3Ga7n,,,,,39.115600585938,-74.818000793457,anonymous,EN,Woman,46,08054,Lord Voldemort (Tom Riddle),Rubeus Hagrid,Harry Potter,False,8,21,17,9,19,5,6,3,16,13,14,4,20,2,1,11,15,10,12,18,7,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Non-Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,3,4,19,5,1,6,7,18,8,9,14,10,15,2,11,12,16,13,17,5 - Super fan - I'm basically waiting on my Hogwarts letter.
